ZIP,date,week,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,stay_home_ratio,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
90210,2020/4/6,2020/4/12,90,0,974,4355,562,1285,0,100,19909,1966,0.004520569,0,2,1.733096085,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90220,2020/4/6,2020/4/12,38,2,1692,5291,772,756,10,99,53703,7770,0.000707595,3.72E-05,2,2.191709845,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90221,2020/4/6,2020/4/12,6,0,1565,4980,741,833,9,99,52322,9812,0.000114675,0,2,2.112010796,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90222,2020/4/6,2020/4/12,1,0,767,7039,370,846,10,99,32850,12847,3.04E-05,0,1,2.072972973,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90230,2020/4/6,2020/4/12,27,1,1009,4570,533,1006,8,99,32808,7277,0.00082297,3.05E-05,2,1.893058161,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90241,2020/4/6,2020/4/12,71,3,1627,5298,812,979,8,99,44143,8963,0.001608409,6.80E-05,2,2.003694581,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90245,2020/4/6,2020/4/12,7,0,732,3484,361,1045,12,99,16850,3084,0.00041543,0,2,2.027700831,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90247,2020/4/6,2020/4/12,30,0,1388,5090,670,939,9,99,47531,12661,0.000631167,0,2,2.071641791,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90248,2020/4/6,2020/4/12,21,3,295,6268,150,903,8,99,11512,2452,0.001824183,0.000260598,2,1.966666667,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90249,2020/4/6,2020/4/12,1,0,1032,4764,545,989,4,100,26587,8927,3.76E-05,0,2,1.893577982,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90250,2020/4/6,2020/4/12,51,9,3219,5007,1626,900,5,99,96836,14463,0.000526664,9.29E-05,2,1.979704797,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90254,2020/4/6,2020/4/12,18,1,658,2494,325,1146,3,100,19650,13770,0.000916031,5.09E-05,2,2.024615385,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90255,2020/4/6,2020/4/12,37,4,1908,4395,981,932,8,99,75560,20322,0.000489677,5.29E-05,1,1.944954128,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90262,2020/4/6,2020/4/12,43,6,1903,5269,923,836,9,99,70936,14677,0.00060618,8.46E-05,2,2.061755146,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90265,2020/4/6,2020/4/12,14,1,591,24704,267,903,67,93,18389,170,0.000761325,5.44E-05,2,2.213483146,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90266,2020/4/6,2020/4/12,48,2,1287,5122,706,1208,2,100,35573,9037,0.001349338,5.62E-05,2,1.822946176,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90270,2020/4/6,2020/4/12,17,2,592,4202,291,951,7,99,27454,21754,0.000619218,7.28E-05,1,2.034364261,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90272,2020/4/6,2020/4/12,27,0,873,4099,490,1286,1,100,22551,987,0.001197286,0,3,1.781632653,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90274,2020/4/6,2020/4/12,34,2,1125,3413,635,1284,0,100,25279,2111,0.00134499,7.91E-05,3,1.771653543,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90275,2020/4/6,2020/4/12,49,8,1696,5188,989,1274,0,100,42421,3138,0.001155088,0.000188586,2,1.714863498,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90278,2020/4/6,2020/4/12,67,3,1464,3601,808,1154,2,100,40649,11281,0.001648257,7.38E-05,2,1.811881188,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90280,2020/4/6,2020/4/12,58,6,2715,4721,1361,970,7,99,95103,13018,0.000609865,6.31E-05,2,1.994856723,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90292,2020/4/6,2020/4/12,12,1,684,6085,384,917,0,100,22490,11029,0.00053357,4.45E-05,2,1.78125,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90293,2020/4/6,2020/4/12,1,0,451,5829,241,1049,7,99,12694,4430,7.88E-05,0,2,1.871369295,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90304,2020/4/6,2020/4/12,16,1,675,4531,306,902,10,99,25591,16331,0.00062522,3.91E-05,1,2.205882353,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90403,2020/4/6,2020/4/12,74,6,495,4725,296,1181,0,100,24354,17054,0.003038515,0.000246366,2,1.672297297,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90502,2020/4/6,2020/4/12,20,0,674,4543,378,901,0,100,18188,8137,0.001099626,0,2,1.783068783,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90503,2020/4/6,2020/4/12,92,6,1881,3985,1042,1225,2,100,44908,8478,0.002048633,0.000133606,2,1.805182342,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90505,2020/4/6,2020/4/12,14,2,1681,2760,928,1201,2,100,37641,6495,0.000371935,5.31E-05,2,1.811422414,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90601,2020/4/6,2020/4/12,2,0,1181,5846,632,959,2,100,33058,2913,6.05E-05,0,2,1.868670886,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90602,2020/4/6,2020/4/12,25,2,917,5257,458,884,8,99,25981,7001,0.000962242,7.70E-05,2,2.002183406,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90604,2020/4/6,2020/4/12,18,2,1847,6125,956,1004,3,100,42063,9871,0.00042793,4.75E-05,2,1.932008368,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90606,2020/4/6,2020/4/12,8,0,986,4865,507,919,4,100,32803,8671,0.00024388,0,2,1.944773176,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90638,2020/4/6,2020/4/12,17,1,2346,9633,1181,1032,60,95,49383,6275,0.000344248,2.02E-05,2,1.986452159,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90640,2020/4/6,2020/4/12,20,3,2210,4743,1154,997,3,100,63177,7440,0.000316571,4.75E-05,2,1.91507799,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90650,2020/4/6,2020/4/12,50,1,3784,5751,1903,956,9,99,105886,10793,0.000472206,9.44E-06,2,1.988439306,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90660,2020/4/6,2020/4/12,32,1,2051,5834,1040,976,4,100,63380,8178,0.000504891,1.58E-05,2,1.972115385,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90670,2020/4/6,2020/4/12,1,0,754,7033,334,831,15,98,16578,1959,6.03E-05,0,2,2.25748503,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90701,2020/4/6,2020/4/12,1,0,641,5816,327,1035,12,99,16858,10342,5.93E-05,0,2,1.960244648,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90703,2020/4/6,2020/4/12,23,3,2375,4542,1392,1183,0,100,50963,5806,0.000451308,5.89E-05,2,1.706178161,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90706,2020/4/6,2020/4/12,37,5,2770,6307,1352,927,7,99,77529,12693,0.000477241,6.45E-05,2,2.048816568,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90710,2020/4/6,2020/4/12,20,1,1014,5078,509,1057,12,99,28185,11947,0.000709597,3.55E-05,2,1.992141454,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90713,2020/4/6,2020/4/12,32,3,1259,3992,650,1146,6,99,29061,8562,0.001101132,0.000103231,2,1.936923077,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90716,2020/4/6,2020/4/12,1,0,290,4189,162,1114,0,100,14344,15407,6.97E-05,0,1,1.790123457,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90717,2020/4/6,2020/4/12,11,2,775,4545,383,917,6,99,21696,10957,0.000507006,9.22E-05,2,2.023498695,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90723,2020/4/6,2020/4/12,26,3,1565,6481,754,908,8,99,54776,11691,0.00047466,5.48E-05,2,2.075596817,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90731,2020/4/6,2020/4/12,31,5,1795,5281,882,862,7,99,61850,6717,0.000501213,8.08E-05,2,2.035147392,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90732,2020/4/6,2020/4/12,1,0,1030,4421,527,1148,3,100,22273,6512,4.49E-05,0,2,1.954459203,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90744,2020/4/6,2020/4/12,20,1,1573,5231,735,742,15,98,57206,6862,0.000349614,1.75E-05,1,2.140136054,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90745,2020/4/6,2020/4/12,1,0,2109,4786,1046,935,8,99,56821,6845,1.76E-05,0,2,2.01625239,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90746,2020/4/6,2020/4/12,93,10,908,6043,412,696,16,98,26996,4628,0.003444955,0.000370425,2,2.203883495,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90755,2020/4/6,2020/4/12,231,17,442,4261,228,1020,2,100,11074,5082,0.020859671,0.001535127,2,1.938596491,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91001,2020/4/6,2020/4/12,26,1,1142,4739,636,975,5,99,37711,4558,0.000689454,2.65E-05,2,1.795597484,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91007,2020/4/6,2020/4/12,16,2,1491,4647,914,1143,2,100,34523,6210,0.000463459,5.79E-05,2,1.631291028,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91008,2020/4/6,2020/4/12,1,0,46,2009,21,1299,2,100,1391,687,0.000718907,0,2,2.19047619,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91011,2020/4/6,2020/4/12,14,0,829,4426,482,1246,2,100,20423,1722,0.000685502,0,3,1.719917012,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91016,2020/4/6,2020/4/12,17,5,1688,4353,906,998,1,100,41671,4910,0.000407958,0.000119988,2,1.863134658,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91024,2020/4/6,2020/4/12,1,0,372,4186,191,1179,4,100,11006,3727,9.09E-05,0,2,1.947643979,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91030,2020/4/6,2020/4/12,10,0,904,3318,538,1175,12,99,25794,7562,0.000387687,0,2,1.680297398,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91040,2020/4/6,2020/4/12,24,1,1012,7065,543,1100,1,100,20207,2463,0.001187707,4.95E-05,2,1.863720074,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91042,2020/4/6,2020/4/12,12,2,1151,9667,632,1007,1,100,26631,533,0.000450603,7.51E-05,2,1.821202532,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91104,2020/4/6,2020/4/12,72,14,1043,4403,564,1042,2,100,37974,9985,0.001896034,0.000368673,2,1.84929078,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91108,2020/4/6,2020/4/12,5,0,457,2765,274,1364,0,100,13538,3551,0.000369331,0,3,1.667883212,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91208,2020/4/6,2020/4/12,142,13,545,3355,311,1315,0,100,13538,3551,0.010488994,0.00096026,2,1.752411576,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91301,2020/4/6,2020/4/12,18,0,1330,4500,766,1243,0,100,25631,751,0.000702275,0,2,1.736292428,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91302,2020/4/6,2020/4/12,20,0,1522,4010,891,1270,1,100,26634,997,0.00075092,0,2,1.708193042,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91304,2020/4/6,2020/4/12,58,7,2252,4786,1219,1018,2,100,53761,5716,0.001078849,0.000130206,2,1.847415915,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91306,2020/4/6,2020/4/12,35,6,1707,4135,917,1077,5,100,49158,11879,0.00071199,0.000122055,2,1.861504907,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91311,2020/4/6,2020/4/12,27,3,1972,4561,1080,1001,3,100,40420,1260,0.000667986,7.42E-05,2,1.825925926,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91316,2020/4/6,2020/4/12,41,2,879,4766,503,1228,1,100,29964,5984,0.001368309,6.67E-05,2,1.747514911,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91326,2020/4/6,2020/4/12,20,1,1879,4535,1109,1362,0,100,37035,4539,0.00054003,2.70E-05,2,1.694319206,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91330,2020/4/6,2020/4/12,22,1,155,45299,26,0,494,0,3273,9598,0.006721662,0.00030553,2,5.961538462,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91331,2020/4/6,2020/4/12,48,3,2963,9486,1435,906,9,99,105799,11950,0.00045369,2.84E-05,2,2.064808362,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91335,2020/4/6,2020/4/12,44,5,3146,4415,1638,944,3,100,80524,12265,0.000546421,6.21E-05,2,1.920634921,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91340,2020/4/6,2020/4/12,12,3,956,5279,501,891,6,99,36227,10714,0.000331245,8.28E-05,2,1.908183633,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91342,2020/4/6,2020/4/12,70,9,3453,6498,1814,882,5,99,96487,1750,0.000725486,9.33E-05,2,1.903528115,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91343,2020/4/6,2020/4/12,28,6,2308,4201,1186,1010,2,100,66590,11265,0.000420484,9.01E-05,2,1.946037099,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91344,2020/4/6,2020/4/12,29,2,2880,5685,1576,1133,4,100,53266,3245,0.000544437,3.75E-05,2,1.827411168,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91345,2020/4/6,2020/4/12,12,0,557,6140,289,1087,7,99,19205,5925,0.000624837,0,2,1.92733564,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91350,2020/4/6,2020/4/12,106,4,2692,4495,1494,1278,0,100,37350,2204,0.002838019,0.000107095,2,1.801874163,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91352,2020/4/6,2020/4/12,27,4,1463,6277,723,986,7,99,47438,4065,0.000569164,8.43E-05,2,2.02351314,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91354,2020/4/6,2020/4/12,1,0,1934,3932,1127,1278,0,100,32096,3678,3.12E-05,0,2,1.716060337,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91356,2020/4/6,2020/4/12,37,0,1327,4008,729,1256,2,100,30804,4200,0.001201143,0,2,1.820301783,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91361,2020/4/6,2020/4/12,1,0,335,3334,187,1210,4,100,20438,610,4.89E-05,0,2,1.79144385,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91364,2020/4/6,2020/4/12,53,6,1215,3418,667,1154,1,100,27340,3600,0.001938552,0.000219459,2,1.821589205,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91381,2020/4/6,2020/4/12,8,1,1354,4990,777,1356,0,100,20371,541,0.000392715,4.91E-05,2,1.742599743,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91387,2020/4/6,2020/4/12,8,0,2406,7888,1324,1058,0,100,43717,882,0.000182995,0,2,1.817220544,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91390,2020/4/6,2020/4/12,2,0,1176,8175,655,1348,0,100,19053,133,0.00010497,0,2,1.795419847,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91401,2020/4/6,2020/4/12,25,4,1428,3818,769,1004,3,100,41412,11993,0.00060369,9.66E-05,2,1.856957087,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91402,2020/4/6,2020/4/12,38,5,2326,4418,1191,923,7,99,70686,18965,0.000537589,7.07E-05,1,1.952980688,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91405,2020/4/6,2020/4/12,39,2,2037,3790,1074,852,8,99,55384,16737,0.000704174,3.61E-05,1,1.896648045,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91406,2020/4/6,2020/4/12,26,1,2034,5133,1069,917,3,100,55215,6789,0.000470887,1.81E-05,2,1.902712816,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91423,2020/4/6,2020/4/12,57,1,1200,4878,626,939,8,99,33737,7732,0.00168954,2.96E-05,2,1.916932907,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91502,2020/4/6,2020/4/12,77,7,211,5417,110,924,5,99,11598,8687,0.006639076,0.000603552,1,1.918181818,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91602,2020/4/6,2020/4/12,6,0,559,4458,310,863,1,100,19358,9456,0.000309949,0,2,1.803225806,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91604,2020/4/6,2020/4/12,21,0,1193,5928,650,1052,2,100,32117,6235,0.000653859,0,2,1.835384615,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91606,2020/4/6,2020/4/12,90,1,1626,5853,744,755,13,98,44476,13344,0.002023563,2.25E-05,1,2.185483871,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91607,2020/4/6,2020/4/12,30,0,1300,3994,689,973,2,100,30873,12652,0.000971723,0,2,1.886792453,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91702,2020/4/6,2020/4/12,14,0,2220,8959,1082,927,12,99,62348,368,0.000224546,0,2,2.051756007,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91706,2020/4/6,2020/4/12,11,1,2377,5227,1259,955,5,99,77342,5755,0.000142225,1.29E-05,2,1.888006354,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91711,2020/4/6,2020/4/12,6,1,1566,61055,786,971,140,87,36854,2455,0.000162805,2.71E-05,2,1.992366412,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91723,2020/4/6,2020/4/12,34,6,602,6785,310,1068,3,100,18875,8125,0.001801325,0.000317881,2,1.941935484,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91724,2020/4/6,2020/4/12,5,4,1386,6769,737,1091,2,100,26091,4184,0.000191637,0.00015331,2,1.880597015,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91731,2020/4/6,2020/4/12,21,3,663,5439,333,1068,12,99,30139,7900,0.000696772,9.95E-05,1,1.990990991,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91733,2020/4/6,2020/4/12,1,0,1213,5369,636,952,3,100,44968,6731,2.22E-05,0,1,1.907232704,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91741,2020/4/6,2020/4/12,16,2,1209,4793,624,1068,4,100,26565,1792,0.000602296,7.53E-05,2,1.9375,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91744,2020/4/6,2020/4/12,22,2,2696,6427,1409,1000,3,100,87240,9924,0.000252178,2.29E-05,2,1.913413769,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91745,2020/4/6,2020/4/12,19,2,2265,5437,1271,1103,1,100,54975,4292,0.000345612,3.64E-05,2,1.782061369,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91746,2020/4/6,2020/4/12,1,0,917,6122,460,1066,10,99,30708,5513,3.26E-05,0,2,1.993478261,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91748,2020/4/6,2020/4/12,8,0,2124,5653,1275,1041,1,100,47084,3254,0.000169909,0,2,1.665882353,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91750,2020/4/6,2020/4/12,8,0,1856,6464,1002,1140,4,100,33836,1340,0.000236435,0,2,1.852295409,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91754,2020/4/6,2020/4/12,19,4,1165,3992,715,1205,0,100,33058,7294,0.000574747,0.000120999,2,1.629370629,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91765,2020/4/6,2020/4/12,13,1,2249,7615,1339,1120,0,100,47139,2491,0.00027578,2.12E-05,2,1.67961165,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91766,2020/4/6,2020/4/12,30,6,2192,8273,1090,931,5,99,72332,7114,0.000414754,8.30E-05,2,2.011009174,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91770,2020/4/6,2020/4/12,15,2,2446,4266,1333,1015,3,100,63425,9874,0.0002365,3.15E-05,2,1.83495874,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91773,2020/4/6,2020/4/12,13,4,1586,5298,864,1107,2,100,34496,2411,0.000376855,0.000115955,2,1.835648148,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91775,2020/4/6,2020/4/12,1,0,1021,3987,608,1272,0,100,25192,8221,3.97E-05,0,2,1.679276316,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91776,2020/4/6,2020/4/12,11,1,1383,5194,842,1179,0,100,38410,11280,0.000286384,2.60E-05,2,1.642517815,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91780,2020/4/6,2020/4/12,11,2,1324,4480,784,1178,0,100,35351,9232,0.000311165,5.66E-05,2,1.68877551,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91789,2020/4/6,2020/4/12,9,1,1808,5731,1089,1184,0,100,44474,2844,0.000202365,2.25E-05,2,1.660238751,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91791,2020/4/6,2020/4/12,15,3,1391,6369,775,1142,2,100,34363,5179,0.000436516,8.73E-05,2,1.79483871,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
91803,2020/4/6,2020/4/12,22,1,1098,4616,596,1072,0,100,30385,9303,0.000724041,3.29E-05,2,1.842281879,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93510,2020/4/6,2020/4/12,1,0,515,9944,243,891,8,99,7626,106,0.00013113,0,2,2.119341564,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93535,2020/4/6,2020/4/12,1,0,3200,8316,1647,880,5,99,72948,282,1.37E-05,0,1,1.942926533,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93536,2020/4/6,2020/4/12,62,10,3300,7115,1695,1057,2,100,72383,298,0.000856555,0.000138154,2,1.946902655,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93543,2020/4/6,2020/4/12,1,0,491,8633,240,978,3,100,15135,254,6.61E-05,0,1,2.045833333,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93550,2020/4/6,2020/4/12,46,9,2713,7279,1385,959,4,100,77006,392,0.000597356,0.000116874,1,1.958844765,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93551,2020/4/6,2020/4/12,1,1,2780,7915,1410,1013,3,100,51085,698,1.96E-05,1.96E-05,2,1.971631206,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
93553,2020/4/6,2020/4/12,1,0,178,15842,77,577,4,99,1781,20,0.000561482,0,2,2.311688312,40.81,21.76,37.63,-49,-27,-58,-59,-54,25
90001,2020/4/7,2020/4/12,39,3,1681,6181,859,828,8,99,58975,16840,0.000661297,5.09E-05,1,1.956926659,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90002,2020/4/7,2020/4/12,31,5,1731,8027,795,765,20,97,53111,17345,0.000583683,9.41E-05,1,2.177358491,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90003,2020/4/7,2020/4/12,49,6,1418,5824,685,844,8,99,72741,20484,0.000673623,8.25E-05,1,2.070072993,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90004,2020/4/7,2020/4/12,209,23,1741,3566,902,992,4,100,61586,20205,0.003393628,0.000373462,2,1.930155211,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90006,2020/4/7,2020/4/12,116,15,1464,3565,724,902,9,99,61698,32134,0.001880126,0.00024312,1,2.022099448,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90007,2020/4/7,2020/4/12,55,6,1504,137821,586,370,387,49,41716,16909,0.001318439,0.00014383,1,2.566552901,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90008,2020/4/7,2020/4/12,44,5,863,5594,441,760,3,100,31739,8641,0.001386307,0.000157535,1,1.9569161,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90011,2020/4/7,2020/4/12,57,11,2789,64051,1309,788,18,98,109414,25528,0.000520957,0.000100536,1,2.130634072,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90012,2020/4/7,2020/4/12,7,0,712,7287,378,899,2,100,35913,11104,0.000194915,0,1,1.883597884,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90013,2020/4/7,2020/4/12,14,0,402,5240,191,396,6,99,11937,17789,0.001172824,0,1,2.104712042,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90014,2020/4/7,2020/4/12,20,1,232,6596,103,336,19,95,8335,29452,0.00239952,0.000119976,1,2.252427184,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90016,2020/4/7,2020/4/12,21,0,1236,6063,590,860,7,99,46581,12842,0.000450828,0,1,2.094915254,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90018,2020/4/7,2020/4/12,40,1,1225,5775,669,849,3,100,53256,18389,0.000751089,1.88E-05,1,1.831091181,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90019,2020/4/7,2020/4/12,40,1,1730,4644,822,957,10,99,66245,17038,0.000603819,1.51E-05,2,2.104622871,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90020,2020/4/7,2020/4/12,52,7,1659,3752,885,1090,2,100,39102,34603,0.001329855,0.000179019,1,1.874576271,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90022,2020/4/7,2020/4/12,56,5,1692,5492,874,946,6,99,65890,15036,0.000849901,7.59E-05,1,1.935926773,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90024,2020/4/7,2020/4/12,29,2,1340,46503,561,575,383,60,50288,17186,0.000576678,3.98E-05,2,2.3885918,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90025,2020/4/7,2020/4/12,55,1,1147,5339,677,992,3,100,47967,18671,0.001146622,2.08E-05,2,1.694239291,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90026,2020/4/7,2020/4/12,53,8,1478,5241,750,819,11,99,69589,16466,0.000761615,0.000114961,2,1.970666667,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90028,2020/4/7,2020/4/12,6,1,872,38070,413,646,78,89,30734,20166,0.000195224,3.25E-05,1,2.111380145,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90029,2020/4/7,2020/4/12,37,0,829,5320,404,727,11,99,37898,27825,0.000976305,0,1,2.051980198,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90031,2020/4/7,2020/4/12,14,1,1016,4196,527,905,3,100,38535,11159,0.000363306,2.60E-05,1,1.927893738,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90032,2020/4/7,2020/4/12,22,2,1279,8668,690,890,17,98,47627,9990,0.000461923,4.20E-05,2,1.853623188,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
90033,2020/4/7,2020/4/12,42,2,1280,6340,628,842,18,98,47583,14564,0.000882668,4.20E-05,1,2.038216561,41.36,22.16,38.13,-51,-30,-58,-58,-54,26
